Alpha,Alpha_Ganite,Loss YCF Ganite,ATE YCF Ganite,ACC YCF Ganite
0.0,-50,0.4897246740565447,-3.0839391336426325e-05,0.8307017543859649
0.0,-40,0.44798653809584765,-0.0002031531240862111,0.8307017543859649
0.0,-30,0.4315630342394137,-0.00040385929718780855,0.8307017543859649
0.0,-20,0.4211608236175307,-0.0005682072441178798,0.8307017543859649
0.0,-10,0.4023328726873962,-0.0008458629488279357,0.8307017543859649
0.0,-9,0.38997232061026016,-0.0009715066445129122,0.8307017543859649
0.0,-8,0.38001433719550004,-0.0010358742996953996,0.8307017543859649
0.0,-7,0.3713507510928025,-0.0010271739810148728,0.8315789473684211
0.0,-6,0.36321982837482025,-0.0009802238004588126,0.8381578947368421
0.0,-5,0.35587061657610913,-0.0008977777545120247,0.8429824561403508
0.0,-4,0.34929289343274794,-0.000794129725311149,0.8478070175438597
0.0,-3,0.343454868373236,-0.0006664107025020627,0.8539473684210527
0.0,-2,0.3383141678390278,-0.0005148798776551111,0.8592105263157894
0.0,-1,0.48541402261782696,0.004829173069135606,0.8315789473684211
0.0,0,0.47291164125172264,0.004869296254323752,0.831140350877193
0.0,1,0.46111233384961214,0.004880168433194942,0.8307017543859649
0.0,2,0.4496865265558192,0.00485697094466403,0.8320175438596491
0.0,3,0.4205107096044375,0.004573881471043706,0.8355263157894737
0.0,4,0.3981561259877309,0.004027611091106359,0.8385964912280702
0.0,5,0.3820640832301089,0.0033707044886121806,0.8429824561403508
0.0,6,0.37070089113679733,0.0027455407140166976,0.8491228070175438
0.0,7,0.3624290582042711,0.0022122645682608744,0.8530701754385965
0.0,8,0.35609090673242205,0.0017531947805788373,0.8543859649122807
0.0,9,0.35100590485766847,0.00131252314514399,0.8587719298245614
0.0,10,0.3467838001291161,0.0008314314390482358,0.8605263157894737
0.0,20,0.3431858419419097,0.0002670450959927073,0.862719298245614
0.0,30,0.5067528332617292,0.0051738693137968195,0.8407894736842105
0.0,40,0.4923280452398929,0.005547476947349639,0.8407894736842105
0.0,50,0.478651596295506,0.005844631754061136,0.8407894736842105
0.033,-50,0.46538222867356616,0.006075907165589811,0.8407894736842105
0.033,-40,0.4314875612950814,0.006448647871367508,0.8421052631578947
0.033,-30,0.40564914306976246,0.006557921868628885,0.8464912280701754
0.033,-20,0.387514319926873,0.00650262883965963,0.8504385964912281
0.033,-10,0.37530264259575363,0.0063355852766893705,0.8517543859649123
0.033,-9,0.36679993020058305,0.00607825315332311,0.8543859649122807
0.033,-8,0.3604362970918223,0.005711668855909763,0.8565789473684211
0.033,-7,0.35536528011316654,0.0052039823274450114,0.8587719298245614
0.033,-6,0.35115874655897733,0.004533471355624097,0.8618421052631579
0.033,-5,0.34757866659459613,0.0036955467586526625,0.8649122807017544
0.033,-4,0.8424039906077455,-0.0009321369267802915,0.15921052631578947
0.033,-3,0.7934271873797784,-0.0010412048920139805,0.15921052631578947
0.033,-2,0.7519930299693453,-0.0010939295724161635,0.22850877192982455
0.033,-1,0.7052217116684343,-0.0012874329405636598,0.5368421052631579
0.033,0,0.5989330727665628,-0.0017182764534717232,0.7947368421052632
0.033,1,0.5232201898996469,-0.0019025381987264889,0.8442982456140351
