,0
134,0.18693958790164728
135,0.9995033257827916
136,0.9999999938534585
137,0.9999729864887058
138,3.172822760541971e-07
139,0.15652205787428816
140,1.912689091874759e-11
141,0.9406273603318641
142,0.9999999999305773
143,3.680871831195541e-06
144,9.275272599907311e-05
145,0.9999995261523085
146,8.151683301702643e-11
147,1.4108116165013682e-17
148,0.9999999994496607
149,0.9999999999999947
150,0.4222573301907864
151,0.9999999999989657
152,0.00011383752466046462
153,0.999999999999964
154,0.30124237375244917
155,0.9997291541057096
156,0.9984420109209335
157,4.1916827888044106e-13
158,0.9999991793260286
159,0.0012089528480717187
160,0.9999969328711207
161,3.240441952356641e-10
162,1.596077680220974e-08
163,0.9999990017017585
164,3.1047566182089033e-07
165,0.00089362204209732
166,5.079333610466794e-05
167,1.5926755403950694e-09
168,0.8291383097299324
169,0.9999999999903606
170,5.176534731700684e-11
171,0.6183328598847535
172,0.9899897942238117
173,0.8018111334898308
174,0.999717120253958
175,0.00046392099150338665
176,0.002848422285381289
177,0.9999329125249501
178,0.03351902605342939
179,0.9999976040526174
180,0.9999999999997811
181,3.2568701111352754e-14
182,0.9922077743144057
183,0.12988180475120525
184,0.9999999998472584
185,0.9999702964139793
186,9.030749070057477e-11
187,1.480808151088638e-10
188,0.9999999170606941
189,3.3699933198231014e-08
190,0.9444957989217037
191,0.9999999999995519
192,0.9998577173123223
193,0.5400695367460863
194,0.9999991554370949
195,1.0
196,0.9995342676278963
197,4.8051723788415234e-05
198,0.6459996085119214
199,0.9999999870294873
200,0.9999999999992009
201,0.9998514894325793
202,0.5919303501674833
203,0.0024548490692853095
204,0.9999928850889671
205,2.8404252579146955e-12
206,0.9590682168731297
207,0.010794447689959397
208,0.9991079650233906
209,1.0878333361592652e-07
210,2.0365411455062173e-11
211,2.0812390315011585e-13
212,0.9999999971186277
213,0.000808457484471607
214,0.9999996716894145
215,1.0
216,1.0310712544528491e-14
217,0.9999805753214632
218,3.8675984121553036e-10
219,0.9999999412996613
220,0.1562247694467417
221,0.2595583349898552
222,2.572861903524266e-18
223,0.43863781203647845
224,0.00021905103277788409
225,2.0577669969461275e-18
226,0.9999999680468378
227,0.9997635990793339
228,0.5244263057449399
229,0.9858192302231641
230,3.544478937928865e-14
231,0.001427456211978088
232,0.999999832201087
233,4.422300663519632e-11
234,7.166785818637136e-09
235,0.9795035843082464
236,2.2598661659650836e-05
237,9.496260913772652e-08
238,0.9999999999975109
239,0.43359733501896885
240,0.9998658103262819
241,0.9999999999996743
242,0.0002414784594886263
243,0.3072516987150727
244,3.652552668775576e-11
245,0.009123147623017408
246,0.9996484308035053
247,0.9999999779491808
248,0.9999999799184036
249,4.340921975878981e-06
250,9.717757501201883e-05
251,1.8373160867982859e-06
252,2.155337648602867e-13
253,7.974705036000928e-16
254,0.999939224415858
255,0.9999999998338016
256,1.4164398672784328e-05
257,8.908619917964306e-17
258,0.9997283015318641
259,0.06292946888803101
260,0.999814837284074
261,0.9890569604871289
262,2.939552021914684e-26
263,1.2897979956547147e-15
264,1.372027292536971e-15
265,0.9999451085733602
266,9.729669275610657e-20
267,0.00628169594806168
268,3.3629039909236607e-09
269,0.9999999999997338
270,0.3174407636177633
271,0.851940235467548
272,1.0
273,0.9999006900804741
274,0.9989461555779998
275,0.0003686536922375094
276,0.9999998492177656
277,1.0
278,2.494333895898022e-07
279,7.391540414834602e-18
280,0.999999999990627
281,0.0003064514421138902
282,0.0001542604816251584
283,0.99999999991827
284,3.3522612520944754e-05
285,0.9999999999764175
286,0.009469781542757197
287,1.3145610129534631e-11
288,6.990859424912921e-11
289,2.904400293809308e-17
290,0.9990162582752631
291,0.9999963899120777
292,0.9999999999999944
293,1.1832173801366664e-15
294,4.4890297433568445e-06
295,0.0007360960459246718
296,0.00015692377103165777
297,9.3635483542379e-08
298,0.9999999224151781
299,0.004052036284163846
300,2.026710293850883e-07
301,0.0004594136504089071
302,5.740377478327529e-14
303,0.9992131758973468
304,6.450327026047471e-07
305,0.9999999833475726
306,0.9999700400826643
307,7.651856930308871e-14
308,1.8672255393715454e-08
309,2.469494331187841e-07
310,0.0001810713297360774
311,0.9999999927501648
312,2.9556370448637537e-12
313,0.9981204185135815
314,0.9963565981209954
315,0.003957749152608856
316,0.00019369310321481096
317,0.9999999999991289
318,0.009896681803187776
319,1.7452225288540038e-06
320,0.0786603873492628
321,8.579181585978018e-13
322,0.9999999976867737
323,0.9999980122172596
324,0.09525119472512057
325,4.75558342361919e-11
326,2.4947189254970967e-12
327,0.9748852989950386
328,4.8674421134516855e-05
329,0.9999877320556845
330,3.474826899153674e-05
331,2.6402239775577014e-07
332,3.4005866144399805e-05
333,0.9999999993734072
334,2.226438574175874e-05
335,0.09631918010251792
336,1.8892478685283843e-19
337,0.011064049222636532
338,0.0003997164798925684
339,2.3785051828655083e-10
340,4.1024262542439855e-08
341,0.012744134452094812
342,0.6835382554327124
343,5.518146588656909e-19
344,0.0004134422482844126
345,0.9999999993536506
346,0.9997546662237641
347,0.8999267496920198
348,0.9991272908602665
349,0.03632487379088475
350,0.9999868732363657
351,6.859861886040979e-06
352,0.999984617606314
353,3.154871695207404e-10
354,0.00010242395562016714
355,0.9763457724152504
356,7.116181104807738e-09
357,6.184989445117943e-19
358,0.9999999269258941
359,0.9999999722312484
360,0.9999999902219708
361,0.11745371830219599
362,0.012936756708525744
363,0.05145757612323236
364,0.999999583442272
365,0.03676649893758497
366,0.9999999808572638
367,0.9999999996503435
368,0.9999999998849856
369,2.5100927274393573e-10
370,0.9999812915828256
371,7.064888714760004e-08
372,0.00018806977453182726
373,0.0043255314245665925
374,0.9414801966452704
375,1.5248683022544296e-06
376,2.053147067523051e-17
377,1.603204306262544e-06
378,0.9898653466565311
379,0.9999997852704671
380,0.999936133781753
381,5.514775165869021e-07
382,0.0010928871884349025
383,6.484366748716508e-12
384,7.587567838604819e-19
385,1.0
386,0.023625962618218196
387,8.188087968078769e-23
388,0.9999999998929414
389,0.41526443943593516
390,0.0011308086439306456
391,0.9909809226993942
392,4.390013443861439e-11
393,1.6902280324554046e-08
394,0.9999426689837528
395,6.337804497446127e-17
396,0.8465230000617567
397,0.9999871099478617
398,0.9999993080930489
399,0.9999999999123841
400,4.0798723455060663e-07
401,0.00030413156381966193
402,1.8046540377849667e-08
403,0.9999999999742477
404,6.45065130788432e-12
405,4.3949556108354426e-10
406,0.9944251465398946
407,1.0
408,0.09752360159101717
409,0.9999999308677535
410,2.3941983820034325e-07
411,2.4591388146109924e-05
412,6.56553223623735e-06
413,1.0
414,0.003046992844712293
415,0.9970957087524317
416,0.934159358334825
417,2.0851169535283368e-08
418,0.9999999999999842
419,3.2252342516291746e-07
420,0.004734571235568514
421,9.525521556498182e-11
422,0.999999999992969
423,2.161382004390204e-09
424,1.5607967754656452e-13
425,0.999796871093181
426,2.1507697641126576e-08
427,0.052049132657144705
428,0.9999864949715346
429,0.9550977694083324
430,1.63048705830903e-06
431,1.0
432,6.910368141494844e-05
433,0.7892304949853508
434,1.5695090230287839e-12
435,0.9999999056798476
436,0.041157047098818844
437,0.9999999998489653
438,3.221552225037208e-19
439,3.861876116166977e-12
440,9.236815557596116e-06
441,0.9975880040788409
442,0.10500337639645359
443,1.2853853308772735e-18
444,0.9999999999999196
445,1.6577748883890323e-11
446,3.6502794769619394e-06
447,0.9999991177141755
448,0.6922522705827318
449,0.00014437850733561852
450,0.002247862043521054
451,5.08360246847507e-09
452,1.4108616398849106e-10
453,0.9993854019219773
454,0.6023407931270085
455,0.00018728479115293648
456,1.3535480566448333e-19
457,1.1542990895030434e-05
458,0.999999999984021
459,4.899297381586557e-10
460,0.00014715431371393467
461,0.9998447516128784
462,0.9999998304592131
463,4.407550350390242e-24
464,1.0
465,0.9999999858139919
466,0.9995554224782027
467,0.9711429890200245
468,0.9998936541069267
469,0.9999979624458809
470,6.193174655858777e-25
471,0.9999999111480754
472,9.310199648278972e-05
473,0.05561878406735766
474,0.9999999999985967
475,0.99996862978935
476,0.003842174801853051
477,1.255462737407794e-05
478,0.0004592911259387765
479,0.9999999998638638
480,3.329319872015132e-07
481,1.1493694049160335e-07
482,0.07705704940258834
483,8.046545998040207e-05
484,0.3919066341984681
485,0.00018776387547622062
486,1.0748723485093645e-19
487,0.9995164824023325
488,0.009469211541014618
489,0.9814591868820461
490,1.0
491,0.9431621843115565
492,2.1248052042404336e-25
493,0.9997835057662351
494,4.5481244326852914e-07
495,0.9999983921430612
496,0.999999996209846
497,0.5886341462054274
498,0.9828701578061922
499,6.860396428886858e-08
500,6.462524612565973e-14
501,0.9999999999999507
502,2.082528701009629e-16
503,0.9999999983952093
504,4.093853475073518e-23
505,0.9999920525369875
506,0.6211462231414804
507,0.3884994997012242
508,0.9999997478439157
509,8.12920642990594e-15
510,8.175552220544884e-05
511,0.892112902264867
512,4.421173647392051e-08
513,0.9999973857427136
514,0.9970941518919724
515,0.9996050682638703
516,0.9999999978175489
517,2.1657694607324606e-06
518,0.039412967557695786
519,0.9999954297002895
520,0.9999986892672031
521,0.9999999998911435
522,3.3725523069751857e-13
523,0.15009568819081706
524,0.0029382665220632
525,0.9999999997716347
526,0.9999999119585119
527,0.9999999772432914
528,5.976813365426613e-12
529,3.823209450178508e-12
530,0.9947252047166599
531,0.08360548651899805
532,1.356574419959783e-08
533,0.00017115591220950418
534,0.9999987783216283
535,0.0010417596690338832
536,0.9999904700216218
537,0.005649801939347237
538,1.132496563310581e-07
539,3.910049209623651e-06
540,1.0
541,8.966935130849944e-15
542,0.9999999999999969
543,0.0012309303778637935
544,3.193304754696865e-11
545,1.0
546,0.9999999999999838
547,1.2247341767767487e-21
548,0.9999999999989482
549,0.9999999992148774
550,1.3024838783432721e-05
551,1.5219564712148717e-10
552,0.9999999999951248
553,0.42953751208883345
554,0.00010386555881404896
555,0.9999999991982218
556,4.37422160951968e-12
557,0.8259865100269305
558,0.9999999999999953
559,0.9990171319143534
560,0.9009975982019354
561,0.9999999999999998
562,0.999995524260176
563,0.9982247422958842
564,6.092807295640608e-06
565,0.999999999978139
566,3.634387383046845e-05
567,0.9999986631257869
568,0.783717150637273
569,1.0189456862587192e-05
570,0.18701467998868088
571,0.9999996374817111
572,0.50653122896017
573,0.9999999999903426
574,0.0008611620822341447
575,0.9999999999999918
576,0.6516196352845818
577,0.8118271051656342
578,7.906541611446762e-13
579,2.397078881159202e-08
580,0.9999747007572583
581,9.84086513615608e-11
582,2.1656947352518828e-07
583,0.999999533580966
584,0.9999862092382762
585,0.04991684124189184
586,0.9999296533979305
587,1.4173377003907523e-05
588,0.9999999999991227
589,0.9999999999870168
590,5.493091404215797e-12
591,1.1078371929219609e-17
592,0.5822632241263099
593,0.00012428696435254867
594,0.00460869889513017
595,1.1172225807451045e-15
596,1.6311946963138857e-11
597,0.999999998834036
598,0.8046992130962577
599,0.9999999998078497
600,4.406542685228057e-15
601,0.9999999991032276
602,1.3748743783880306e-20
603,5.725697045023106e-16
604,0.9999859023729101
605,0.9999999236704555
606,3.0913981020290116e-06
607,5.0379648614273335e-08
608,1.8357454125155487e-09
609,0.9999999999783984
610,3.5280260043979003e-07
611,2.252031556613699e-14
612,3.0146928220622706e-06
613,0.9999516123620149
614,0.19007585676179733
615,0.9999999999997327
616,0.9999998883405457
617,0.9999999999153248
618,1.0
619,2.6541588873831507e-11
620,1.0121629186965863e-05
621,0.032238259169883356
622,0.026628866606983867
623,0.820571458841305
624,1.402119645741297e-17
625,1.797807662619306e-07
626,0.9999999999999536
627,4.610190381711536e-07
628,0.9999999460200955
629,0.003943415359316068
630,1.0
631,0.002427426619208318
632,0.9999999996125419
633,0.9999961718133931
634,8.261353062945338e-09
635,0.9999106620627786
636,0.9999999999991309
637,0.9999999999998119
638,0.9999999999973426
639,0.9638906777479095
640,0.002091561261452056
641,0.9990008359953483
642,0.9999994699940633
643,0.9996444040158137
644,2.0891724098866858e-08
645,0.9999351574914039
646,1.0
647,0.9999594092992655
648,0.9999993161645113
649,4.8416212408950044e-08
650,2.6360089805223745e-12
651,0.35706190071010846
652,0.360897991765623
653,2.810627838280442e-12
654,3.018132510359046e-08
655,5.827238954369946e-06
656,0.99999937481037
657,0.019571531815491015
658,0.9999999999801583
659,0.9999999999992735
660,0.9999999999999987
661,0.9999999999999944
662,0.9986634022212401
663,0.9997498127532046
664,4.138199694720873e-07
665,1.6524001885485776e-13
666,0.9999999873988085
667,0.9909891048074642
668,0.9999999999988278
669,1.8504459131977562e-08
670,0.00012010067413009004
671,0.9999979933861212
672,1.0892150715314563e-07
673,3.0873740830729923e-07
674,1.0
675,0.009496388045732983
676,0.00547431072352326
677,3.2000968502404424e-12
678,2.3847725661328175e-06
679,0.0009587505290863766
680,0.5313754136719168
681,1.57738065421384e-08
682,0.9999999971374316
683,0.9999999999999958
684,0.9999999999931211
685,0.7363485733373992
686,3.5346433205920785e-05
687,0.9999999977543323
688,0.32814099507100475
689,0.002126613469361439
690,0.001074336630936268
691,0.9999999999770062
692,0.9999999207148645
693,0.9999856949904976
694,0.9999999999131992
695,2.57928687552017e-16
696,3.1267730547561894e-07
697,0.015648823641342496
698,1.6914356746220683e-07
699,0.9879631980336063
700,1.0
701,0.9999999999999998
702,0.9999999998973155
703,1.1087095009759632e-07
704,0.0032811499944071262
705,2.0058046187174457e-13
706,0.852513096068637
707,0.999892768857193
708,0.9999999999969744
709,2.3312969777839882e-06
710,0.9999877607904059
711,0.9998264901166327
712,0.9965933863476699
713,3.0419824817561524e-27
714,0.9999999999999263
715,0.9998987724996777
716,0.9561703831558569
717,0.9961567947557243
718,0.9999845669459511
719,0.9991207158600701
720,5.19335751733161e-07
721,3.034439087215152e-11
722,7.586767131661634e-11
723,1.0
724,0.798145274308208
725,0.0002900618922887869
726,0.9999999996752118
727,0.00021756392095408745
728,0.008496449314103267
729,0.9999999999999982
730,1.0
731,1.0
732,3.6792608424047604e-11
733,0.009448372602193127
734,0.9979241613174862
735,0.051344586974946885
736,2.0856423089171439e-07
737,0.999999975891228
738,0.07831166048303448
739,0.000505630116050543
740,0.9999280867403776
741,1.0
742,0.9999999999999998
743,5.21104229108476e-09
744,0.9999999999964362
745,0.6619371727010847
746,0.9998463827422555
747,5.312712469124192e-06
748,0.012921509336074758
749,0.9999091306326175
750,1.0
751,0.005358755929623819
752,1.5153432808304457e-05
753,4.1098443270165723e-11
754,0.4842519921066835
755,3.3776642954706685e-10
756,0.00045233298849067246
757,0.9999999855509167
758,9.655309237188333e-12
759,0.9939473554292207
760,2.2793207994231042e-12
761,0.9999999999802187
762,1.549719576441267e-14
763,0.9999637108065113
764,0.021328713216730123
765,3.707335780786895e-12
766,0.9996342613479962
767,0.9786136646101642
768,5.9156209430452795e-15
769,0.9999999929312209
770,0.6963929389452715
771,0.9999999999978428
772,0.999999830383376
773,0.9986644192473244
774,1.1704246878181744e-15
775,0.018314771221893945
776,0.13610873338194435
777,1.236626462346239e-12
778,0.8307730493245623
779,0.00022789860571364765
780,9.113952912252948e-17
781,0.9999991409104216
782,0.9999999995671958
783,0.25821012247837893
784,3.094428055546032e-06
785,5.25145421657151e-16
786,0.012228480438030948
787,0.9983881027630492
788,0.23129344029862153
789,1.0
790,0.9999999999999996
791,8.379104168450319e-05
792,1.0
793,0.48062272904026193
794,0.06224460382195312
795,2.430732396164134e-07
796,0.9738035842569457
797,0.011833291022370903
798,0.9999961801841681
799,0.9999989308259021
800,6.818143558114365e-13
801,0.9999999475046307
802,3.81893423259005e-13
803,0.999926902219893
804,0.9999999700781277
805,0.785164746907642
806,0.9999999999845544
807,0.9846720972067591
808,2.448065456742944e-18
809,1.6232720126858757e-07
810,9.527601410222762e-22
811,1.916585531188474e-05
812,0.9970520373506779
813,0.0025564696492410034
814,0.9999999684316324
815,0.9982438350184031
816,0.9999748533908858
817,0.9977732472854163
818,0.8775161705549059
819,1.696786021386898e-21
820,0.9998414183044313
821,1.334987547790148e-14
822,2.5290732288055648e-14
823,1.9720173473939838e-10
824,0.0008898597198496727
825,2.357688840451372e-07
826,1.1993647471356345e-10
827,4.113709360479733e-06
828,1.0
829,0.9999999480388131
830,0.9944400366260175
831,0.998685714576223
832,1.180352224479593e-10
833,0.9998015094156957
834,0.5915646962161841
835,0.9995877259095551
836,0.9999999769282478
837,0.999999999999994
838,0.9999999995854159
839,4.0317173210625114e-07
840,6.002283305798428e-07
841,0.9768532502649596
842,6.978345500655379e-15
843,0.2108654419535526
844,2.7278976854449278e-08
845,0.0025743949351435856
846,1.5232763678907234e-05
847,0.36075099261546867
848,0.0014478783935143898
849,0.9999999999450417
850,0.7370935763137699
851,1.525194254485975e-14
852,6.007043028264909e-17
853,0.5150614273081812
854,9.946601772073167e-08
855,0.9964489935698376
856,2.7261697337845717e-07
857,0.999999999585228
858,1.2332957217744732e-12
859,0.5892564444703745
860,0.9999999999999871
861,0.9999999999999993
862,9.440847707470952e-09
863,0.099339767976182
864,7.573614091764598e-08
865,0.7023061967038097
866,0.9741897843756129
867,0.9999999999901605
868,3.482348289903304e-08
869,1.176612737432026e-07
870,1.4059704255130838e-08
871,0.04865720943367024
872,2.7934188821506694e-08
873,0.8914589850610518
874,0.9999285961055662
875,0.9999999999874263
876,0.9863598285774947
877,0.9999986860366913
878,0.000862484137881304
879,0.9997756244816965
880,1.219269984726602e-07
881,1.0215434013773452e-12
882,2.238227605320248e-13
883,0.0002637294252670177
884,0.0008415079046339077
885,0.9767808507910211
886,3.655886970975837e-11
887,3.85793899157604e-12
888,0.0017797770761973318
889,1.0
890,0.3194727426968996
891,1.5105598351769618e-06
892,0.0010321444715105524
893,0.9999983301204759
894,2.2046010234759965e-10
895,1.0
896,0.9999999619268026
897,0.9999986127751791
898,0.9961934484719357
899,1.7892425016656204e-08
900,0.9999911059553177
901,0.998097204476669
902,1.0
903,1.5458278989335724e-08
904,0.038865713014683854
905,0.015273995294638958
906,0.0009638319236905396
907,5.4086220617477344e-14
908,4.710476506137767e-08
909,0.0003357056038752172
910,0.9999999999995934
911,1.1248024288898324e-06
912,0.9999999999937155
913,0.9999999440547291
914,0.9999999999995621
915,0.9998233879125323
916,7.286519362448297e-18
917,9.108795749920159e-22
918,0.0011664028548218337
919,4.228999715122165e-14
920,0.9999999999945997
921,0.0005113910820210899
922,0.9999730180676567
923,0.0008379957852647292
924,0.9610867404966964
925,0.0005713146097638345
926,0.8035378678637265
927,1.0
928,0.9999999479592709
929,0.0013264296949281494
930,5.381821344193997e-13
931,0.9999999358662001
932,0.43655365985204625
933,0.9042181241310336
934,1.0
935,0.9906856742635453
936,0.9999999999833846
937,0.991218803446719
938,1.0136099054404324e-14
939,0.999999994525959
940,9.46193068928162e-07
941,0.7573532904924775
942,0.9999999999999998
943,4.498715454448201e-16
944,0.9999999999998901
945,0.9999999996328273
946,1.3111141691322557e-07
947,0.9971992662515891
948,1.40213776876652e-16
949,2.1254602840159455e-05
950,0.9991362902236338
951,1.5091587491274942e-09
952,3.454231701716475e-09
953,0.9999684226924773
954,0.999999983514273
955,0.9999953417561545
956,0.9917117161850939
957,0.999999872721127
958,0.9999999986963017
959,0.9998338328358999
960,0.2337056396191084
961,1.1646788011712485e-07
962,0.9959775435430165
963,0.9266514823996215
964,3.0648657446570028e-21
965,0.7000299858185413
966,1.4038290191243455e-19
967,0.9999999773066995
968,0.9610555654628199
969,0.21944790316962115
970,0.9999997691076932
971,0.9999784733928373
972,5.658036334733595e-10
973,1.0
974,0.9999999999999574
975,3.9656811555721385e-07
976,0.21709187043970582
977,1.1831049720074663e-05
978,0.00016048820878792185
979,0.9473437778781177
980,0.9999905167123033
981,1.9126212280963847e-11
982,1.0
983,0.999999998653911
984,1.3279896350686138e-05
985,7.21445549163065e-05
986,0.9998190991015796
987,2.6540827885208955e-12
988,0.9999999813653918
989,3.3187903938049735e-09
990,0.9990813139407576
991,0.0008826181375892218
992,4.919609804620563e-25
993,1.120758995523078e-30
994,6.5324594178508295e-06
995,0.4972054365115706
996,0.965840499800155
997,1.328979062412862e-07
998,0.9999999990341448
999,0.9999989538326965
1000,3.886285639752258e-06
1001,0.8989158549014361
1002,0.9999999999999967
1003,0.9999999999849507
1004,0.9999999966756337
1005,0.9999837398346815
1006,0.1949460005022149
1007,0.9999767717740022
1008,0.003403977113623663
1009,0.9999999999967633
1010,1.792717316836628e-09
1011,0.4192674607154378
1012,0.9987316984160527
1013,1.9396751856487865e-08
1014,1.0
1015,0.9999999999992661
1016,0.9999999999995111
1017,0.9995069958821146
1018,0.9999999998165272
1019,0.9999999994512379
1020,0.8384504808411372
1021,1.2965036478564885e-14
1022,2.084207877805377e-16
1023,0.9709386509357156
1024,0.089878802732952
1025,0.9881709261851143
1026,5.340162294518858e-13
1027,0.9995444557045519
1028,0.8962381682104378
1029,0.9999998342445809
1030,0.9999997581092214
1031,9.569023241515554e-12
1032,0.027308847797233686
1033,6.7914098320814e-08
1034,0.9998362438180088
1035,1.3842484607123919e-17
1036,3.787535890020179e-11
1037,5.245510556892663e-15
1038,2.8666105134351145e-05
1039,0.999999030103475
1040,0.9999999811067791
1041,4.025181116911941e-05
1042,3.102819124649779e-12
1043,0.9999999999925171
1044,2.574601603452531e-22
1045,0.9912643022305971
1046,1.2466695109434324e-07
1047,0.9504546695464376
1048,0.9999490215921042
1049,0.8039316253446466
1050,6.609563045009634e-11
1051,0.9997862803811993
1052,1.1765979721532316e-06
1053,0.9999999999406584
1054,0.0054759097185844334
1055,1.345787337134017e-07
1056,6.83586424581033e-05
1057,0.9999999999517146
1058,0.9999999999999496
1059,3.130884383864453e-18
1060,2.941430318024779e-05
1061,0.9999987607209088
1062,0.10613055077502419
1063,0.0001359703174980647
1064,0.9996075471310927
1065,0.9983551988489165
1066,0.26791070954121
1067,3.9587859279884346e-14
1068,1.1618702575654417e-19
1069,0.0108845788332904
1070,0.9823242872656351
1071,6.042714555019179e-06
1072,0.7493981049356722
1073,6.685282889606523e-07
1074,3.396281166023291e-06
1075,0.9999999999999503
1076,0.9987067435007748
1077,0.9999999999996279
1078,0.9999922794097792
1079,7.528552298937627e-05
1080,0.999999722948454
1081,4.894995934761076e-06
1082,0.9999999999999976
1083,0.946996030098169
1084,0.9918045887708289
1085,0.8645707335104864
1086,0.7692686677092212
1087,1.0
1088,2.6236883145596618e-17
1089,0.8732685933475548
1090,0.9999999673466373
1091,9.291907718312136e-09
1092,0.8568167581403888
1093,6.342443200559776e-15
1094,3.70627043371384e-11
1095,2.651076859894339e-05
1096,0.9999999812308243
1097,0.09764533120080181
1098,1.0
1099,0.9999999999999998
1100,0.9555702152401889
1101,1.287131060633677e-06
1102,0.8932005948595785
1103,0.9999977262361436
1104,0.9999973532949928
1105,9.760137812027096e-08
1106,3.931012088120609e-10
1107,1.5147603500608159e-18
1108,0.9999999998143196
1109,3.8951994444363604e-18
1110,0.0035659364291793535
1111,1.0
1112,0.9386556046551373
1113,0.9999964203180731
1114,0.9998143194924071
1115,1.4246648085321596e-05
1116,0.04754872568792845
1117,0.9999999999999993
1118,0.9999999999999669
1119,2.1784800887510204e-15
1120,0.9999999983396874
1121,0.5589468848045731
1122,3.009185153513864e-07
1123,0.9946179180335163
1124,0.9684342198223115
1125,0.9999999999999938
1126,0.9999992399181814
1127,0.9390806298253305
1128,0.9995763247528163
1129,8.9258671895584e-08
1130,0.0032832887387917306
1131,4.4726739284692644e-08
1132,5.70010710897394e-11
1133,3.6637529745709304e-14
1134,0.9999995410477908
1135,6.284777650734045e-06
1136,0.9999999999825955
1137,0.9999999999999991
1138,0.9999860913833253
1139,3.6581620935346544e-05
1140,0.9965893083606046
1141,0.00027857908983198635
1142,4.8075876029220064e-09
1143,0.0009453998084216055
1144,0.9999999999998717
1145,3.7347592148783084e-09
1146,5.029308224190976e-06
1147,1.2466438378462745e-07
1148,0.9999999888126322
1149,9.456618631012835e-07
1150,0.00012419572977866384
1151,4.065668988981799e-25
1152,1.0
1153,7.459339018093922e-08
1154,7.441041442566143e-13
1155,0.5093038490149917
1156,7.280305742062318e-10
1157,0.9999707927673838
1158,1.4091097100703275e-06
1159,0.9999999999999973
1160,2.7692332371324093e-06
1161,0.650402847205503
1162,1.7829652246905948e-06
1163,0.9994183814537089
1164,3.879992316771687e-13
1165,0.935858893944047
1166,0.9999999998836553
1167,4.950068425869801e-05
1168,0.9999999999612068
1169,0.9999999744221708
1170,0.1743228654270875
1171,3.6574629076544858e-06
1172,0.0016532042197490682
1173,2.053785012708033e-12
1174,2.2338084707983202e-06
1175,0.8360653635693825
1176,0.5238324478769366
1177,1.688328778403073e-08
1178,1.0075587776006347e-11
1179,9.12704392462143e-06
1180,0.2030572150158041
1181,1.4896209329728962e-12
1182,0.9999999999302662
1183,2.1446232597566375e-17
