Alpha,Loss YCF Y,ATE YCF Y,ACC YCF Y,Loss YCF MANUAL,ATE YCF MANUAL,ACC YCF MANUAL,Loss YCF RAND,ATE YCF RAND,ACC YCF RAND
0.0,0.6404784046100639,-0.0002712371838359817,0.6145748987854251,0.668187085786967,-8.466879755586465e-05,0.6145748987854251,0.6972192032555494,-6.192906860547076e-06,0.3854251012145749
0.033,0.6390564675962576,-0.0002831143885246301,0.6145748987854251,0.6666657413877153,-8.829454142367243e-05,0.6145748987854251,0.6929262796414755,-1.181347257972476e-05,0.3854251012145749
0.066,0.6376168186052844,-0.0002950989692443451,0.6145748987854251,0.6650905403224858,-9.232674598347312e-05,0.6145748987854251,0.6891206520963231,-1.7407450259021573e-05,0.6145748987854251
0.1,0.6361162613168648,-0.00030753490600410327,0.6145748987854251,0.6634029065124747,-9.729087979848394e-05,0.6145748987854251,0.6855825525564199,-2.3333859403673607e-05,0.6145748987854251
0.2,0.6316127997182285,-0.00034444145958806294,0.6145748987854251,0.657996080043946,-0.00012000625674746246,0.6145748987854251,0.6764934829066988,-4.3607129196598926e-05,0.6145748987854251
0.3,0.6269975229537168,-0.0003815878482249513,0.6145748987854251,0.6518502583348678,-0.00015817877858381735,0.6145748987854251,0.6679727123609686,-7.284759700915133e-05,0.6145748987854251
0.4,0.6222968223035141,-0.0004188663583989394,0.6145748987854251,0.6449463914216094,-0.000210249598485035,0.6145748987854251,0.6589005602261067,-0.00011744287255888164,0.6145748987854251
0.5,0.6175341672719783,-0.00045639409043252144,0.6145748987854251,0.637347546248181,-0.0002715219059420404,0.6145748987854251,0.6488664901149162,-0.00018063964223091755,0.6145748987854251
0.6,0.6127303093063351,-0.0004944592338214648,0.6145748987854251,0.6291715204219644,-0.0003381172690138934,0.6145748987854251,0.6380074468996609,-0.0002601636196444268,0.6145748987854251
0.7,0.6079034800052702,-0.0005334645308180397,0.6145748987854251,0.6205597549510457,-0.0004086174052552738,0.6145748987854251,0.626715436030449,-0.00035033293122938014,0.6145748987854251
0.8,0.6030695836158777,-0.0005738762101984429,0.6145748987854251,0.6116528633136087,-0.00048402754737936204,0.6145748987854251,0.6153698796268845,-0.00044710971792116805,0.6145748987854251
0.9,0.598242385575078,-0.0006161822914537707,0.6145748987854251,0.6025761677755176,-0.0005669885498815752,0.6145748987854251,0.6042275524949281,-0.0005501002648419795,0.6145748987854251
1.0,0.5934336973355832,-0.0006608612676813341,0.6234817813765182,0.5934336973355832,-0.0006608612676813341,0.6234817813765182,0.5934336973355832,-0.0006608612676813341,0.6234817813765182
